Continent,Subregion,Country,Year,Period,Medium,High,Low
America,South America,Bolivia (Plurinational State of),1958,past,3519193,3519193,3519193
America,South America,Brazil,1958,past,68140426,68140426,68140426
America,South America,Chile,1958,past,7800869,7800869,7800869
America,South America,Colombia,1958,past,15089522,15089522,15089522
America,South America,Ecuador,1958,past,4295754,4295754,4295754
America,South America,Falkland Islands (Malvinas),1958,past,2169,2169,2169
America,South America,French Guiana,1958,past,30306,30306,30306
America,South America,Guyana,1958,past,536220,536220,536220
America,South America,Paraguay,1958,past,1807458,1807458,1807458
America,South America,Peru,1958,past,9606241,9606241,9606241
America,South America,Suriname,1958,past,271673,271673,271673
America,South America,Uruguay,1958,past,2471144,2471144,2471144
America,South America,Venezuela (Bolivarian Republic of),1958,past,7564987,7564987,7564987
America,Northern America,Bermuda,1958,past,43227,43227,43227
America,Northern America,Canada,1958,past,17004835,17004835,17004835
America,Northern America,Greenland,1958,past,28842,28842,28842
America,Northern America,Saint Pierre and Miquelon,1958,past,4886,4886,4886
America,Northern America,United States of America,1958,past,180788387,180788387,180788387
Oceania,Australia/New Zealand,Australia,1958,past,9808595,9808595,9808595
Oceania,Australia/New Zealand,New Zealand,1958,past,2276133,2276133,2276133
Oceania,Melanesia,Fiji,1958,past,368426,368426,368426
Oceania,Melanesia,New Caledonia,1958,past,73442,73442,73442
Oceania,Melanesia,Papua New Guinea,1958,past,2179870,2179870,2179870
Oceania,Melanesia,Solomon Islands,1958,past,111157,111157,111157
Oceania,Melanesia,Vanuatu,1958,past,59980,59980,59980
Oceania,Micronesia,Guam,1958,past,64698,64698,64698
Oceania,Micronesia,Kiribati,1958,past,39241,39241,39241
Oceania,Micronesia,Marshall Islands,1958,past,14208,14208,14208
Oceania,Micronesia,Micronesia (Fed. States of),1958,past,41695,41695,41695
Oceania,Micronesia,Nauru,1958,past,4051,4051,4051
Oceania,Micronesia,Northern Mariana Islands,1958,past,9238,9238,9238
Oceania,Micronesia,Palau,1958,past,9188,9188,9188
Oceania,Polynesia,American Samoa,1958,past,19690,19690,19690
Oceania,Polynesia,Cook Islands,1958,past,17539,17539,17539
Oceania,Polynesia,French Polynesia,1958,past,73830,73830,73830
Oceania,Polynesia,Niue,1958,past,4749,4749,4749
Oceania,Polynesia,Samoa,1958,past,102328,102328,102328
Oceania,Polynesia,Tokelau,1958,past,1776,1776,1776
Oceania,Polynesia,Tonga,1958,past,58485,58485,58485
Oceania,Polynesia,Tuvalu,1958,past,5236,5236,5236
Oceania,Polynesia,Wallis and Futuna Islands,1958,past,7962,7962,7962
Africa,Eastern Africa,Burundi,1963,past,2964416,2964416,2964416
Africa,Eastern Africa,Comoros,1963,past,200371,200371,200371
Africa,Eastern Africa,Djibouti,1963,past,100618,100618,100618
Africa,Eastern Africa,Eritrea,1963,past,1088859,1088859,1088859
Africa,Eastern Africa,Ethiopia,1963,past,23798418,23798418,23798418
Africa,Eastern Africa,Kenya,1963,past,8928510,8928510,8928510
Africa,Eastern Africa,Madagascar,1963,past,5486319,5486319,5486319
Africa,Eastern Africa,Malawi,1963,past,3933914,3933914,3933914
Africa,Eastern Africa,Mauritius,1963,past,717407,717407,717407
Africa,Eastern Africa,Mayotte,1963,past,27887,27887,27887
Africa,Eastern Africa,Mozambique,1963,past,7679465,7679465,7679465
Africa,Eastern Africa,Réunion,1963,past,366085,366085,366085
Africa,Eastern Africa,Rwanda,1963,past,3105417,3105417,3105417
Africa,Eastern Africa,Seychelles,1963,past,44546,44546,44546
Africa,Eastern Africa,Somalia,1963,past,2936478,2936478,2936478
Africa,Eastern Africa,South Sudan,1963,past,3009061,3009061,3009061
Africa,Eastern Africa,Uganda,1963,past,7461636,7461636,7461636
Africa,Eastern Africa,United Republic of Tanzania,1963,past,10968196,10968196,10968196
Africa,Eastern Africa,Zambia,1963,past,3360099,3360099,3360099
Africa,Eastern Africa,Zimbabwe,1963,past,4178726,4178726,4178726
Africa,Middle Africa,Angola,1963,past,5679409,5679409,5679409
Africa,Middle Africa,Cameroon,1963,past,5518104,5518104,5518104
Africa,Middle Africa,Central African Republic,1963,past,1579375,1579375,1579375
Africa,Middle Africa,Chad,1963,past,3183576,3183576,3183576
Africa,Middle Africa,Congo,1963,past,1096638,1096638,1096638
Africa,Middle Africa,Democratic Republic of the Congo,1963,past,16461828,16461828,16461828
Africa,Middle Africa,Equatorial Guinea,1963,past,266005,266005,266005
Africa,Middle Africa,Gabon,1963,past,517573,517573,517573
Africa,Middle Africa,Sao Tome and Principe,1963,past,64237,64237,64237
Africa,Northern Africa,Algeria,1963,past,11912800,11912800,11912800
Africa,Northern Africa,Egypt,1963,past,28871383,28871383,28871383
Africa,Northern Africa,Libya,1963,past,1607168,1607168,1607168
Africa,Northern Africa,Morocco,1963,past,13478425,13478425,13478425
Africa,Northern Africa,Sudan,1963,past,8248818,8248818,8248818
Africa,Northern Africa,Tunisia,1963,past,4380074,4380074,4380074
Africa,Northern Africa,Western Sahara,1963,past,42310,42310,42310
Africa,Southern Africa,Botswana,1963,past,535692,535692,535692
Africa,Southern Africa,Lesotho,1963,past,886061,886061,886061
Africa,Southern Africa,Namibia,1963,past,681633,681633,681633
Africa,Southern Africa,South Africa,1963,past,18423157,18423157,18423157
Africa,Southern Africa,Eswatini,1963,past,357279,357279,357279
Africa,Western Africa,Benin,1963,past,2542864,2542864,2542864
Africa,Western Africa,Burkina Faso,1963,past,5027811,5027811,5027811
Africa,Western Africa,Cabo Verde,1963,past,216087,216087,216087
Africa,Western Africa,Côte d'Ivoire,1963,past,3918630,3918630,3918630
Africa,Western Africa,Gambia,1963,past,387635,387635,387635
Africa,Western Africa,Ghana,1963,past,7300124,7300124,7300124
Africa,Western Africa,Guinea,1963,past,3672560,3672560,3672560
Africa,Western Africa,Guinea-Bissau,1963,past,635008,635008,635008
Africa,Western Africa,Liberia,1963,past,1191796,1191796,1191796
Africa,Western Africa,Mali,1963,past,5441618,5441618,5441618
Africa,Western Africa,Mauritania,1963,past,928742,928742,928742
Africa,Western Africa,Niger,1963,past,3693985,3693985,3693985
Africa,Western Africa,Nigeria,1963,past,48032932,48032932,48032932
Africa,Western Africa,Saint Helena,1963,past,5325,5325,5325
Africa,Western Africa,Senegal,1963,past,3481654,3481654,3481654
Africa,Western Africa,Sierra Leone,1963,past,2426864,2426864,2426864
Africa,Western Africa,Togo,1963,past,1631758,1631758,1631758
Asia,Eastern Asia,China,1963,past,694339084,694339084,694339084
Asia,Eastern Asia,China; Hong Kong SAR,1963,past,3311460,3311460,3311460
Asia,Eastern Asia,China; Macao SAR,1963,past,184245,184245,184245
Asia,Eastern Asia,China; Taiwan Province of China,1963,past,12065306,12065306,12065306
Asia,Eastern Asia,Dem. People's Republic of Korea,1963,past,12065468,12065468,12065468
Asia,Eastern Asia,Japan,1963,past,96389422,96389422,96389422
Asia,Eastern Asia,Mongolia,1963,past,1042387,1042387,1042387
Asia,Eastern Asia,Republic of Korea,1963,past,27517540,27517540,27517540
Asia,Central Asia,Kazakhstan,1963,past,11147860,11147860,11147860
Asia,Central Asia,Kyrgyzstan,1963,past,2401462,2401462,2401462
Asia,Central Asia,Tajikistan,1963,past,2318252,2318252,2318252
Asia,Central Asia,Turkmenistan,1963,past,1773854,1773854,1773854
Asia,Central Asia,Uzbekistan,1963,past,9428906,9428906,9428906
Asia,Southern Asia,Afghanistan,1963,past,9543200,9543200,9543200
Asia,Southern Asia,Bangladesh,1963,past,52202008,52202008,52202008
Asia,Southern Asia,Bhutan,1963,past,240529,240529,240529
Asia,Southern Asia,India,1963,past,478825602,478825602,478825602
Asia,Southern Asia,Iran (Islamic Republic of),1963,past,23680246,23680246,23680246
Asia,Southern Asia,Maldives,1963,past,97540,97540,97540
Asia,Southern Asia,Nepal,1963,past,10604620,10604620,10604620
Asia,Southern Asia,Pakistan,1963,past,48387293,48387293,48387293
Asia,Southern Asia,Sri Lanka,1963,past,10597516,10597516,10597516
Asia,South-Eastern Asia,Brunei Darussalam,1963,past,93540,93540,93540
Asia,South-Eastern Asia,Cambodia,1963,past,6183586,6183586,6183586
Asia,South-Eastern Asia,Indonesia,1963,past,95015295,95015295,95015295
Asia,South-Eastern Asia,Lao People's Democratic Republic,1963,past,2273352,2273352,2273352
Asia,South-Eastern Asia,Malaysia,1963,past,8973791,8973791,8973791
Asia,South-Eastern Asia,Myanmar,1963,past,23198238,23198238,23198238
Asia,South-Eastern Asia,Philippines,1963,past,29012630,29012630,29012630
Asia,South-Eastern Asia,Singapore,1963,past,1789374,1789374,1789374
Asia,South-Eastern Asia,Thailand,1963,past,29966873,29966873,29966873
Asia,South-Eastern Asia,Timor-Leste,1963,past,500652,500652,500652
Asia,South-Eastern Asia,Viet Nam,1963,past,35721213,35721213,35721213
Asia,Western Asia,Armenia,1963,past,2077584,2077584,2077584
Asia,Western Asia,Azerbaijan,1963,past,4315127,4315127,4315127
Asia,Western Asia,Bahrain,1963,past,178142,178142,178142
Asia,Western Asia,Cyprus,1963,past,577918,577918,577918
Asia,Western Asia,Georgia,1963,past,4222157,4222157,4222157
Asia,Western Asia,Iraq,1963,past,7888910,7888910,7888910
Asia,Western Asia,Israel,1963,past,2325149,2325149,2325149
Asia,Western Asia,Jordan,1963,past,1050212,1050212,1050212
Asia,Western Asia,Kuwait,1963,past,378756,378756,378756
Asia,Western Asia,Lebanon,1963,past,1984999,1984999,1984999
Asia,Western Asia,Oman,1963,past,593498,593498,593498
Asia,Western Asia,Qatar,1963,past,61721,61721,61721
Asia,Western Asia,Saudi Arabia,1963,past,4516540,4516540,4516540
Asia,Western Asia,State of Palestine,1963,past,1159400,1159400,1159400
Asia,Western Asia,Syrian Arab Republic,1963,past,5034639,5034639,5034639
Asia,Western Asia,Turkey,1963,past,29531362,29531362,29531362
Asia,Western Asia,United Arab Emirates,1963,past,125130,125130,125130
Asia,Western Asia,Yemen,1963,past,5556767,5556767,5556767
Europe,Eastern Europe,Belarus,1963,past,8353294,8353294,8353294
Europe,Eastern Europe,Bulgaria,1963,past,8090703,8090703,8090703
Europe,Eastern Europe,Czechia,1963,past,9742455,9742455,9742455
Europe,Eastern Europe,Hungary,1963,past,10096975,10096975,10096975
Europe,Eastern Europe,Poland,1963,past,30736494,30736494,30736494
Europe,Eastern Europe,Republic of Moldova,1963,past,3213083,3213083,3213083
Europe,Eastern Europe,Romania,1963,past,19059934,19059934,19059934
Europe,Eastern Europe,Russian Federation,1963,past,124210253,124210253,124210253
Europe,Eastern Europe,Slovakia,1963,past,4298590,4298590,4298590
Europe,Eastern Europe,Ukraine,1963,past,44288607,44288607,44288607
Europe,Northern Europe,Channel Islands,1963,past,112591,112591,112591
Europe,Northern Europe,Denmark,1963,past,4686269,4686269,4686269
Europe,Northern Europe,Estonia,1963,past,1260215,1260215,1260215
Europe,Northern Europe,Faroe Islands,1963,past,35965,35965,35965
Europe,Northern Europe,Finland,1963,past,4526738,4526738,4526738
Europe,Northern Europe,Iceland,1963,past,186130,186130,186130
Europe,Northern Europe,Ireland,1963,past,2801184,2801184,2801184
Europe,Northern Europe,Isle of Man,1963,past,48800,48800,48800
Europe,Northern Europe,Latvia,1963,past,2213805,2213805,2213805
Europe,Northern Europe,Lithuania,1963,past,2887072,2887072,2887072
Europe,Northern Europe,Norway,1963,past,3667113,3667113,3667113
Europe,Northern Europe,Sweden,1963,past,7631453,7631453,7631453
Europe,Northern Europe,United Kingdom,1963,past,53500721,53500721,53500721
Europe,Southern Europe,Albania,1963,past,1790571,1790571,1790571
Europe,Southern Europe,Andorra,1963,past,16407,16407,16407
Europe,Southern Europe,Bosnia and Herzegovina,1963,past,3417573,3417573,3417573
Europe,Southern Europe,Croatia,1963,past,4279061,4279061,4279061
Europe,Southern Europe,Gibraltar,1963,past,24889,24889,24889
Europe,Southern Europe,Greece,1963,past,8385443,8385443,8385443
Europe,Southern Europe,Holy See,1963,past,898,898,898
Europe,Southern Europe,Italy,1963,past,50856405,50856405,50856405
Europe,Southern Europe,Malta,1963,past,318888,318888,318888
Europe,Southern Europe,Montenegro,1963,past,520712,520712,520712
Europe,Southern Europe,Portugal,1963,past,8896266,8896266,8896266
Europe,Southern Europe,San Marino,1963,past,16669,16669,16669
Europe,Southern Europe,Serbia,1963,past,7725498,7725498,7725498
Europe,Southern Europe,Slovenia,1963,past,1614019,1614019,1614019
Europe,Southern Europe,Spain,1963,past,31432768,31432768,31432768
Europe,Southern Europe,North Macedonia,1963,past,1547449,1547449,1547449
Europe,Western Europe,Austria,1963,past,7205991,7205991,7205991
Europe,Western Europe,Belgium,1963,past,9340419,9340419,9340419
Europe,Western Europe,France,1963,past,47560825,47560825,47560825
Europe,Western Europe,Germany,1963,past,75080749,75080749,75080749
Europe,Western Europe,Liechtenstein,1963,past,17724,17724,17724
Europe,Western Europe,Luxembourg,1963,past,324129,324129,324129
Europe,Western Europe,Monaco,1963,past,23165,23165,23165
Europe,Western Europe,Netherlands,1963,past,11928359,11928359,11928359
Europe,Western Europe,Switzerland,1963,past,5601812,5601812,5601812
America,Caribbean,Anguilla,1963,past,6207,6207,6207
America,Caribbean,Antigua and Barbuda,1963,past,56701,56701,56701
America,Caribbean,Aruba,1963,past,56699,56699,56699
America,Caribbean,Bahamas,1963,past,127340,127340,127340
America,Caribbean,Barbados,1963,past,233632,233632,233632
America,Caribbean,British Virgin Islands,1963,past,8469,8469,8469
America,Caribbean,Bonaire; Sint Eustatius and Saba,1963,past,8647,8647,8647
America,Caribbean,Cayman Islands,1963,past,8219,8219,8219
America,Caribbean,Cuba,1963,past,7623300,7623300,7623300
America,Caribbean,Curaçao,1963,past,130955,130955,130955
America,Caribbean,Dominica,1963,past,62917,62917,62917
America,Caribbean,Dominican Republic,1963,past,3638110,3638110,3638110
America,Caribbean,Grenada,1963,past,93409,93409,93409
America,Caribbean,Guadeloupe,1963,past,291106,291106,291106
America,Caribbean,Haiti,1963,past,4097755,4097755,4097755
America,Caribbean,Jamaica,1963,past,1703660,1703660,1703660
America,Caribbean,Martinique,1963,past,300951,300951,300951
America,Caribbean,Montserrat,1963,past,11673,11673,11673
America,Caribbean,Puerto Rico,1963,past,2425350,2425350,2425350
America,Caribbean,Saint Kitts and Nevis,1963,past,50529,50529,50529
America,Caribbean,Saint Lucia,1963,past,93214,93214,93214
America,Caribbean,Saint Vincent and the Grenadines,1963,past,84200,84200,84200
America,Caribbean,Sint Maarten (Dutch part),1963,past,3703,3703,3703
America,Caribbean,Trinidad and Tobago,1963,past,891948,891948,891948
America,Caribbean,Turks and Caicos Islands,1963,past,5870,5870,5870
America,Caribbean,United States Virgin Islands,1963,past,42891,42891,42891
America,Central America,Belize,1963,past,100165,100165,100165
America,Central America,Costa Rica,1963,past,1486555,1486555,1486555
America,Central America,El Salvador,1963,past,3019224,3019224,3019224
America,Central America,Guatemala,1963,past,4595509,4595509,4595509
America,Central America,Honduras,1963,past,2216712,2216712,2216712
America,Central America,Mexico,1963,past,41462373,41462373,41462373
America,Central America,Nicaragua,1963,past,1946240,1946240,1946240
America,Central America,Panama,1963,past,1238893,1238893,1238893
America,South America,Argentina,1963,past,21488916,21488916,21488916
America,South America,Bolivia (Plurinational State of),1963,past,3879191,3879191,3879191
America,South America,Brazil,1963,past,78772647,78772647,78772647
America,South America,Chile,1963,past,8650390,8650390,8650390
America,South America,Colombia,1963,past,17629978,17629978,17629978
America,South America,Ecuador,1963,past,4948991,4948991,4948991
America,South America,Falkland Islands (Malvinas),1963,past,2103,2103,2103
America,South America,French Guiana,1963,past,35770,35770,35770
America,South America,Guyana,1963,past,622580,622580,622580
America,South America,Paraguay,1963,past,2060340,2060340,2060340
America,South America,Peru,1963,past,11062295,11062295,11062295
America,South America,Suriname,1963,past,311945,311945,311945
America,South America,Uruguay,1963,past,2635125,2635125,2635125
America,South America,Venezuela (Bolivarian Republic of),1963,past,9052632,9052632,9052632
America,Northern America,Bermuda,1963,past,47723,47723,47723
America,Northern America,Canada,1963,past,18943237,18943237,18943237
America,Northern America,Greenland,1963,past,35037,35037,35037
America,Northern America,Saint Pierre and Miquelon,1963,past,5081,5081,5081
America,Northern America,United States of America,1963,past,194932400,194932400,194932400
Oceania,Australia/New Zealand,Australia,1963,past,10845179,10845179,10845179
Oceania,Australia/New Zealand,New Zealand,1963,past,2530186,2530186,2530186
Oceania,Melanesia,Fiji,1963,past,436303,436303,436303
Oceania,Melanesia,New Caledonia,1963,past,85901,85901,85901
Oceania,Melanesia,Papua New Guinea,1963,past,2385943,2385943,2385943
Oceania,Melanesia,Solomon Islands,1963,past,128838,128838,128838
Oceania,Melanesia,Vanuatu,1963,past,69944,69944,69944
Oceania,Micronesia,Guam,1963,past,71289,71289,71289
Oceania,Micronesia,Kiribati,1963,past,44342,44342,44342
Oceania,Micronesia,Marshall Islands,1963,past,16111,16111,16111
Oceania,Micronesia,Micronesia (Fed. States of),1963,past,48856,48856,48856
Oceania,Micronesia,Nauru,1963,past,5270,5270,5270
Oceania,Micronesia,Northern Mariana Islands,1963,past,10591,10591,10591
Oceania,Micronesia,Palau,1963,past,10566,10566,10566
Oceania,Polynesia,American Samoa,1963,past,22029,22029,22029
Oceania,Polynesia,Cook Islands,1963,past,18507,18507,18507
